checkpoint (in update steps),relation_type,metric_name,metric
0,acc,0.3964285714285714
10,acc,0.3964285714285714
20,acc,0.38571428571428573
40,acc,0.38571428571428573
100,acc,0.25
200,acc,0.175
400,acc,0.07142857142857142
800,acc,0.07142857142857142
1000,acc,0.07142857142857142
2000,acc,0.11428571428571428
3000,acc,0.18214285714285713
4000,acc,0.2892857142857143
5000,acc,0.375
6000,acc,0.32142857142857145
7000,acc,0.19642857142857142
8000,acc,0.325
9000,acc,0.35
10000,acc,0.2642857142857143
11000,acc,0.21071428571428572
12000,acc,0.21071428571428572
13000,acc,0.2357142857142857
14000,acc,0.18928571428571428
15000,acc,0.23214285714285715
16000,acc,0.25357142857142856
17000,acc,0.2571428571428571
18000,acc,0.23214285714285715
19000,acc,0.21428571428571427
20000,acc,0.2642857142857143
21000,acc,0.24642857142857144
22000,acc,0.275
22437,acc,0.17857142857142858
44874,acc,0.13214285714285715
67311,acc,0.10714285714285714
89748,acc,0.15714285714285714
112185,acc,0.14642857142857144
134622,acc,0.15
157059,acc,0.1357142857142857
179496,acc,0.19642857142857142
201933,acc,0.15714285714285714
224370,acc,0.125
246807,acc,0.15357142857142858
269244,acc,0.06785714285714285
291681,acc,0.14642857142857144
314118,acc,0.275
336555,acc,0.3535714285714286
358992,acc,0.225
381429,acc,0.175
403866,acc,0.21428571428571427
426303,acc,0.23214285714285715
448740,acc,0.26785714285714285
471177,acc,0.19642857142857142
493614,acc,0.25
516051,acc,0.25357142857142856
538488,acc,0.3142857142857143
560925,acc,0.225
583362,acc,0.3464285714285714
605799,acc,0.29285714285714287
628236,acc,0.30714285714285716
650673,acc,0.32142857142857145
673110,acc,0.3464285714285714
695547,acc,0.29285714285714287
717984,acc,0.2714285714285714
740421,acc,0.375
762858,acc,0.3142857142857143
785295,acc,0.2785714285714286
807732,acc,0.35
830169,acc,0.3142857142857143
852606,acc,0.3107142857142857
875043,acc,0.325
897480,acc,0.3607142857142857
919917,acc,0.4
