checkpoint (in update steps),metric_name,metric
0,acc,0.508833922261484
10,acc,0.5053003533568905
20,acc,0.5053003533568905
40,acc,0.5159010600706714
100,acc,0.4911660777385159
200,acc,0.5017667844522968
400,acc,0.508833922261484
800,acc,0.5017667844522968
1600,acc,0.49469964664310956
3200,acc,0.4911660777385159
6400,acc,0.5159010600706714
12800,acc,0.5159010600706714
20000,acc,0.5123674911660777
40000,acc,0.5300353356890459
60000,acc,0.5265017667844523
66694,acc,0.5371024734982333
80000,acc,0.5406360424028268
100000,acc,0.558303886925795
120000,acc,0.5335689045936396
133388,acc,0.5406360424028268
140000,acc,0.5406360424028268
160000,acc,0.5441696113074205
180000,acc,0.5512367491166078
200000,acc,0.5512367491166078
200082,acc,0.5406360424028268
220000,acc,0.5512367491166078
240000,acc,0.5477031802120141
260000,acc,0.5653710247349824
266776,acc,0.5795053003533569
280000,acc,0.5795053003533569
300000,acc,0.5759717314487632
320000,acc,0.5759717314487632
340000,acc,0.568904593639576
360000,acc,0.5441696113074205
380000,acc,0.5653710247349824
400000,acc,0.558303886925795
420000,acc,0.568904593639576
440000,acc,0.5477031802120141
460000,acc,0.5653710247349824
480000,acc,0.5653710247349824
500000,acc,0.5795053003533569
520000,acc,0.558303886925795
540000,acc,0.5830388692579506
560000,acc,0.5724381625441696
580000,acc,0.568904593639576
600000,acc,0.568904593639576
620000,acc,0.558303886925795
640000,acc,0.5830388692579506
660000,acc,0.5759717314487632
680000,acc,0.558303886925795
700000,acc,0.5971731448763251
720000,acc,0.5512367491166078
740000,acc,0.5653710247349824
760000,acc,0.5618374558303887
780000,acc,0.5441696113074205
800000,acc,0.5865724381625441
820000,acc,0.5759717314487632
840000,acc,0.5653710247349824
860000,acc,0.558303886925795
880000,acc,0.5653710247349824
900000,acc,0.5724381625441696
920000,acc,0.5759717314487632
940000,acc,0.5653710247349824
960000,acc,0.5795053003533569
980000,acc,0.5724381625441696
1000000,acc,0.568904593639576
