checkpoint (in update steps),metric_name,metric
12800,acc,0.6727777777777777
10,acc,0.5657777777777778
100000,acc,0.7935555555555555
380000,acc,0.8076666666666665
120000,acc,0.7913333333333333
20,acc,0.5654444444444445
0,acc,0.5665555555555555
160000,acc,0.7992222222222222
100,acc,0.5622222222222223
140000,acc,0.7877777777777778
280000,acc,0.8057777777777777
660000,acc,0.8145555555555556
720000,acc,0.8155555555555556
20000,acc,0.7268888888888889
980000,acc,0.8172222222222222
640000,acc,0.8187777777777777
700000,acc,0.8064444444444444
580000,acc,0.8018888888888889
3200,acc,0.5717777777777778
740000,acc,0.8196666666666667
600000,acc,0.8107777777777777
480000,acc,0.8057777777777777
40000,acc,0.7781111111111111
880000,acc,0.8160000000000001
60000,acc,0.7988888888888889
800,acc,0.5813333333333333
760000,acc,0.8202222222222222
620000,acc,0.8210000000000001
200,acc,0.5705555555555556
840000,acc,0.8167777777777778
900000,acc,0.8166666666666668
520000,acc,0.81
460000,acc,0.8022222222222222
40,acc,0.5647777777777778
780000,acc,0.815111111111111
500000,acc,0.8054444444444445
440000,acc,0.8012222222222223
80000,acc,0.7854444444444444
860000,acc,0.8196666666666667
920000,acc,0.8154444444444444
960000,acc,0.8182222222222222
820000,acc,0.816
680000,acc,0.8154444444444445
400000,acc,0.8188888888888889
540000,acc,0.794888888888889
1600,acc,0.5815555555555556
420000,acc,0.8064444444444444
560000,acc,0.8046666666666666
940000,acc,0.819
800000,acc,0.8157777777777777
180000,acc,0.7968888888888889
240000,acc,0.8045555555555556
300000,acc,0.8059999999999999
6400,acc,0.5804444444444444
1000000,acc,0.8177777777777778
260000,acc,0.7984444444444444
320000,acc,0.8121111111111111
360000,acc,0.8138888888888888
220000,acc,0.8131111111111111
400,acc,0.5748888888888888
340000,acc,0.7978888888888889
200000,acc,0.7939999999999999
