checkpoint (in update steps),metric_name,metric
0,acc,0.3229813664596273
10,acc,0.3933747412008281
20,acc,0.3374741200828157
40,acc,0.3581780538302277
100,acc,0.3271221532091097
200,acc,0.3229813664596273
400,acc,0.3271221532091097
800,acc,0.2981366459627329
21085,acc,0.3685300207039337
42170,acc,0.3209109730848861
63255,acc,0.3478260869565217
84340,acc,0.2877846790890269
105425,acc,0.2919254658385093
126510,acc,0.3209109730848861
147595,acc,0.3706004140786749
168680,acc,0.3167701863354037
189765,acc,0.2732919254658385
210850,acc,0.3333333333333333
231935,acc,0.3602484472049689
253020,acc,0.3167701863354037
274105,acc,0.3561076604554865
295190,acc,0.3022774327122153
316275,acc,0.2919254658385093
337360,acc,0.2898550724637681
358445,acc,0.3126293995859213
379530,acc,0.3291925465838509
400615,acc,0.3436853002070393
421700,acc,0.3643892339544513
442785,acc,0.3271221532091097
463870,acc,0.3436853002070393
484955,acc,0.2877846790890269
506040,acc,0.3416149068322981
527125,acc,0.3561076604554865
548210,acc,0.2939958592132505
569295,acc,0.3209109730848861
590380,acc,0.3374741200828157
611465,acc,0.3498964803312629
632550,acc,0.3871635610766045
653635,acc,0.3105590062111801
674720,acc,0.3209109730848861
695805,acc,0.3291925465838509
716890,acc,0.3623188405797101
737975,acc,0.3105590062111801
759060,acc,0.3002070393374741
780145,acc,0.3229813664596273
801230,acc,0.3623188405797101
822315,acc,0.3271221532091097
843400,acc,0.3602484472049689
864485,acc,0.2981366459627329
885570,acc,0.3271221532091097
906655,acc,0.3416149068322981
927740,acc,0.3374741200828157
948825,acc,0.3084886128364389
969910,acc,0.3291925465838509
990995,acc,0.3374741200828157
1012080,acc,0.3436853002070393
