checkpoint (in update steps),relation_type,metric_name,metric
0,acc,0.34368530020703936
10,acc,0.32298136645962733
20,acc,0.32712215320910976
40,acc,0.34782608695652173
100,acc,0.32298136645962733
200,acc,0.36231884057971014
400,acc,0.3188405797101449
800,acc,0.34575569358178054
23172,acc,0.33126293995859213
46344,acc,0.2815734989648033
69516,acc,0.32919254658385094
92688,acc,0.33126293995859213
115860,acc,0.4078674948240166
139032,acc,0.3084886128364389
162204,acc,0.3188405797101449
185376,acc,0.2919254658385093
208548,acc,0.3146997929606625
231720,acc,0.32712215320910976
254892,acc,0.32712215320910976
278064,acc,0.2898550724637681
301236,acc,0.34782608695652173
324408,acc,0.36231884057971014
347580,acc,0.2898550724637681
370752,acc,0.3333333333333333
393924,acc,0.3747412008281574
417096,acc,0.3084886128364389
440268,acc,0.33540372670807456
463440,acc,0.2981366459627329
486612,acc,0.32712215320910976
509784,acc,0.33540372670807456
532956,acc,0.37681159420289856
556128,acc,0.2939958592132505
579300,acc,0.33540372670807456
602472,acc,0.3333333333333333
625644,acc,0.34782608695652173
648816,acc,0.32712215320910976
671988,acc,0.2836438923395445
695160,acc,0.3064182194616977
718332,acc,0.32298136645962733
741504,acc,0.3581780538302277
764676,acc,0.34575569358178054
787848,acc,0.2939958592132505
811020,acc,0.3105590062111801
834192,acc,0.33747412008281574
857364,acc,0.3250517598343685
880536,acc,0.32919254658385094
903708,acc,0.35610766045548653
926880,acc,0.36231884057971014
950052,acc,0.32919254658385094
973224,acc,0.30434782608695654
996396,acc,0.32712215320910976
1019568,acc,0.3416149068322981
