scenario,metric_name,metric
NEWS (12GB),acc,0.4864864864864865
NEWS (12GB),acc,0.49324324324324326
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.4752252252252252
NEWS (12GB),acc,0.4797297297297297
NEWS (12GB),acc,0.49324324324324326
NEWS (12GB),acc,0.5022522522522522
NEWS (12GB),acc,0.49099099099099097
NEWS (12GB),acc,0.4954954954954955
NEWS (12GB),acc,0.48873873873873874
NEWS (12GB),acc,0.481981981981982
NEWS (12GB),acc,0.49774774774774777
NEWS (12GB),acc,0.48423423423423423
NEWS (12GB),acc,0.48873873873873874
NEWS (12GB),acc,0.48873873873873874
NEWS (12GB),acc,0.4572072072072072
NEWS (12GB),acc,0.5067567567567568
NEWS (12GB),acc,0.4617117117117117
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.47297297297297297
NEWS (12GB),acc,0.48423423423423423
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.49774774774774777
NEWS (12GB),acc,0.4864864864864865
NEWS (12GB),acc,0.5067567567567568
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.4954954954954955
NEWS (12GB),acc,0.47297297297297297
NEWS (12GB),acc,0.4954954954954955
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.5
NEWS (12GB),acc,0.48873873873873874
NEWS (12GB),acc,0.5022522522522522
NEWS (12GB),acc,0.49774774774774777
NEWS (12GB),acc,0.4864864864864865
NEWS (12GB),acc,0.48423423423423423
NEWS (12GB),acc,0.509009009009009
NEWS (12GB),acc,0.45045045045045046
NEWS (12GB),acc,0.4864864864864865
NEWS (12GB),acc,0.4774774774774775
NEWS (12GB),acc,0.4797297297297297
NEWS (12GB),acc,0.49324324324324326
NEWS (12GB),acc,0.5
NEWS (12GB),acc,0.49774774774774777
NEWS (12GB),acc,0.509009009009009
NEWS (12GB),acc,0.5045045045045045
NEWS (12GB),acc,0.5022522522522522
NEWS (12GB),acc,0.46846846846846846
NEWS (12GB),acc,0.5022522522522522
WIKI (12GB),acc,0.46846846846846846
WIKI (12GB),acc,0.4572072072072072
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.4797297297297297
WIKI (12GB),acc,0.4774774774774775
WIKI (12GB),acc,0.5067567567567568
WIKI (12GB),acc,0.4864864864864865
WIKI (12GB),acc,0.4594594594594595
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.481981981981982
WIKI (12GB),acc,0.46396396396396394
WIKI (12GB),acc,0.47297297297297297
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.4617117117117117
WIKI (12GB),acc,0.46621621621621623
WIKI (12GB),acc,0.4752252252252252
WIKI (12GB),acc,0.509009009009009
WIKI (12GB),acc,0.4617117117117117
WIKI (12GB),acc,0.4774774774774775
WIKI (12GB),acc,0.48423423423423423
WIKI (12GB),acc,0.47072072072072074
WIKI (12GB),acc,0.4864864864864865
WIKI (12GB),acc,0.47072072072072074
WIKI (12GB),acc,0.47072072072072074
WIKI (12GB),acc,0.509009009009009
WIKI (12GB),acc,0.481981981981982
WIKI (12GB),acc,0.45495495495495497
WIKI (12GB),acc,0.4864864864864865
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.47297297297297297
WIKI (12GB),acc,0.48423423423423423
WIKI (12GB),acc,0.4617117117117117
WIKI (12GB),acc,0.47297297297297297
WIKI (12GB),acc,0.4774774774774775
WIKI (12GB),acc,0.4752252252252252
WIKI (12GB),acc,0.481981981981982
WIKI (12GB),acc,0.4752252252252252
WIKI (12GB),acc,0.46621621621621623
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.49324324324324326
WIKI (12GB),acc,0.4797297297297297
WIKI (12GB),acc,0.4864864864864865
STORIES (12GB),acc,0.45045045045045046
STORIES (12GB),acc,0.45045045045045046
STORIES (12GB),acc,0.4436936936936937
STORIES (12GB),acc,0.45495495495495497
STORIES (12GB),acc,0.43243243243243246
STORIES (12GB),acc,0.42792792792792794
STORIES (12GB),acc,0.45495495495495497
STORIES (12GB),acc,0.46621621621621623
STORIES (12GB),acc,0.43243243243243246
STORIES (12GB),acc,0.44594594594594594
STORIES (12GB),acc,0.45045045045045046
STORIES (12GB),acc,0.4391891891891892
STORIES (12GB),acc,0.4369369369369369
STORIES (12GB),acc,0.46846846846846846
STORIES (12GB),acc,0.46621621621621623
STORIES (12GB),acc,0.4572072072072072
STORIES (12GB),acc,0.4527027027027027
STORIES (12GB),acc,0.4527027027027027
STORIES (12GB),acc,0.4099099099099099
STORIES (12GB),acc,0.42567567567567566
STORIES (12GB),acc,0.4369369369369369
STORIES (12GB),acc,0.43243243243243246
STORIES (12GB),acc,0.4572072072072072
STORIES (12GB),acc,0.4594594594594595
STORIES (12GB),acc,0.4436936936936937
STORIES (12GB),acc,0.46396396396396394
STORIES (12GB),acc,0.44594594594594594
STORIES (12GB),acc,0.44594594594594594
STORIES (12GB),acc,0.45045045045045046
STORIES (12GB),acc,0.46846846846846846
STORIES (12GB),acc,0.4391891891891892
STORIES (12GB),acc,0.4369369369369369
STORIES (12GB),acc,0.44819819819819817
STORIES (12GB),acc,0.4166666666666667
