scenario,metric_name,metric
NEWS (12GB),acc,0.5213963963963963
NEWS (12GB),acc,0.527027027027027
NEWS (12GB),acc,0.5067567567567568
NEWS (12GB),acc,0.5123873873873874
NEWS (12GB),acc,0.509009009009009
NEWS (12GB),acc,0.5247747747747747
NEWS (12GB),acc,0.5180180180180181
NEWS (12GB),acc,0.5022522522522522
NEWS (12GB),acc,0.5236486486486487
NEWS (12GB),acc,0.5157657657657657
NEWS (12GB),acc,0.5180180180180181
NEWS (12GB),acc,0.5304054054054054
NEWS (12GB),acc,0.5213963963963963
NEWS (12GB),acc,0.5168918918918919
NEWS (12GB),acc,0.5123873873873874
NEWS (12GB),acc,0.49324324324324326
NEWS (12GB),acc,0.5236486486486487
NEWS (12GB),acc,0.48873873873873874
NEWS (12GB),acc,0.5112612612612613
NEWS (12GB),acc,0.5135135135135135
NEWS (12GB),acc,0.5168918918918919
NEWS (12GB),acc,0.5146396396396397
NEWS (12GB),acc,0.5213963963963963
NEWS (12GB),acc,0.5112612612612613
NEWS (12GB),acc,0.5281531531531531
NEWS (12GB),acc,0.5067567567567568
NEWS (12GB),acc,0.5135135135135135
NEWS (12GB),acc,0.5123873873873874
NEWS (12GB),acc,0.5304054054054054
NEWS (12GB),acc,0.5135135135135135
NEWS (12GB),acc,0.5168918918918919
NEWS (12GB),acc,0.5045045045045045
NEWS (12GB),acc,0.5315315315315315
NEWS (12GB),acc,0.5191441441441441
NEWS (12GB),acc,0.5135135135135135
NEWS (12GB),acc,0.5067567567567568
NEWS (12GB),acc,0.5304054054054054
NEWS (12GB),acc,0.4954954954954955
NEWS (12GB),acc,0.5135135135135135
NEWS (12GB),acc,0.5022522522522522
NEWS (12GB),acc,0.5213963963963963
NEWS (12GB),acc,0.5326576576576577
NEWS (12GB),acc,0.5337837837837838
NEWS (12GB),acc,0.5315315315315315
NEWS (12GB),acc,0.5349099099099099
NEWS (12GB),acc,0.5337837837837838
NEWS (12GB),acc,0.5281531531531531
NEWS (12GB),acc,0.5033783783783784
NEWS (12GB),acc,0.5247747747747747
WIKI (12GB),acc,0.5
WIKI (12GB),acc,0.5045045045045045
WIKI (12GB),acc,0.5101351351351351
WIKI (12GB),acc,0.5123873873873874
WIKI (12GB),acc,0.5033783783783784
WIKI (12GB),acc,0.49774774774774777
WIKI (12GB),acc,0.5033783783783784
WIKI (12GB),acc,0.49211711711711714
WIKI (12GB),acc,0.5213963963963963
WIKI (12GB),acc,0.5146396396396397
WIKI (12GB),acc,0.49774774774774777
WIKI (12GB),acc,0.5123873873873874
WIKI (12GB),acc,0.5078828828828829
WIKI (12GB),acc,0.48873873873873874
WIKI (12GB),acc,0.5022522522522522
WIKI (12GB),acc,0.5078828828828829
WIKI (12GB),acc,0.5225225225225225
WIKI (12GB),acc,0.4954954954954955
WIKI (12GB),acc,0.5045045045045045
WIKI (12GB),acc,0.5067567567567568
WIKI (12GB),acc,0.5033783783783784
WIKI (12GB),acc,0.5112612612612613
WIKI (12GB),acc,0.5045045045045045
WIKI (12GB),acc,0.5033783783783784
WIKI (12GB),acc,0.5168918918918919
WIKI (12GB),acc,0.49774774774774777
WIKI (12GB),acc,0.4988738738738739
WIKI (12GB),acc,0.5011261261261262
WIKI (12GB),acc,0.509009009009009
WIKI (12GB),acc,0.5067567567567568
WIKI (12GB),acc,0.5
WIKI (12GB),acc,0.5033783783783784
WIKI (12GB),acc,0.49774774774774777
WIKI (12GB),acc,0.5011261261261262
WIKI (12GB),acc,0.5067567567567568
WIKI (12GB),acc,0.5056306306306306
WIKI (12GB),acc,0.5123873873873874
WIKI (12GB),acc,0.4988738738738739
WIKI (12GB),acc,0.5191441441441441
WIKI (12GB),acc,0.509009009009009
WIKI (12GB),acc,0.5078828828828829
WIKI (12GB),acc,0.5157657657657657
STORIES (12GB),acc,0.5304054054054054
STORIES (12GB),acc,0.5292792792792793
STORIES (12GB),acc,0.5078828828828829
STORIES (12GB),acc,0.5112612612612613
STORIES (12GB),acc,0.5067567567567568
STORIES (12GB),acc,0.5123873873873874
STORIES (12GB),acc,0.5259009009009009
STORIES (12GB),acc,0.4988738738738739
STORIES (12GB),acc,0.5135135135135135
STORIES (12GB),acc,0.5135135135135135
STORIES (12GB),acc,0.5135135135135135
STORIES (12GB),acc,0.5281531531531531
STORIES (12GB),acc,0.5123873873873874
STORIES (12GB),acc,0.5180180180180181
STORIES (12GB),acc,0.5112612612612613
STORIES (12GB),acc,0.5236486486486487
STORIES (12GB),acc,0.5078828828828829
STORIES (12GB),acc,0.5259009009009009
STORIES (12GB),acc,0.5078828828828829
STORIES (12GB),acc,0.5067567567567568
STORIES (12GB),acc,0.5191441441441441
STORIES (12GB),acc,0.5202702702702703
STORIES (12GB),acc,0.5281531531531531
STORIES (12GB),acc,0.5304054054054054
STORIES (12GB),acc,0.5157657657657657
STORIES (12GB),acc,0.5225225225225225
STORIES (12GB),acc,0.5168918918918919
STORIES (12GB),acc,0.5045045045045045
STORIES (12GB),acc,0.5225225225225225
STORIES (12GB),acc,0.5022522522522522
STORIES (12GB),acc,0.5236486486486487
STORIES (12GB),acc,0.5191441441441441
STORIES (12GB),acc,0.5022522522522522
STORIES (12GB),acc,0.5067567567567568
STORIES (12GB),acc,0.5033783783783784
STORIES (12GB),acc,0.5180180180180181
STORIES (12GB),acc,0.5225225225225225
STORIES (12GB),acc,0.5292792792792793
STORIES (12GB),acc,0.5225225225225225
STORIES (12GB),acc,0.5146396396396397
STORIES (12GB),acc,0.5281531531531531
STORIES (12GB),acc,0.5259009009009009
